Model	Type	TrainingTrials	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3
M06	pair33sc	2000tt	2	P03	#22#165#280#579#584#	#17#179#370#409#537#624#	#159#262#565#601#605#	#441#462#479#484#564#	#55#236#367#609#	#21#145#153#	#
M06	pair33sc	2000tt	3	P03	#466#569#605#	#376#383#485#500#535#	#58#133#178#286#484#585#	#59#187#290#338#428#518#	#4#7#79#111#239#	#590#	#
M06	pair33sc	2000tt	4	P03	#2#7#265#310#329#356#476#480#	#95#445#471#516#566#570#	#299#333#398#450#460#	#72#363#	#327#406#	#199#246#387#396#415#	#442#
M06	pair33sc	2000tt	5	P03	#56#100#129#301#327#399#	#255#291#296#438#441#446#460#495#569#	#274#337#378#	#	#282#352#406#505#581#	#170#348#410#	#
M06	pair33sc	2000tt	6	P03	#114#199#202#355#	#17#45#364#442#	#217#324#436#500#	#2#136#289#544#	#77#254#432#529#	#296#306#319#513#	#
M06	pair33sc	2000tt	7	P03	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P03	#	#	#392#	#	#	#	#316#
M06	pair33sc	2000tt	9	P03	#229#	#64#	#	#437#	#	#	#489#
M06	pair33sc	2000tt	10	P03	#	#	#	#267#286#	#	#	#315#
M06	pair33sc	2000tt	11	P03	#	#	#	#	#	#	#318#
M06	pair33sc	2000tt	12	P03	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P04	#302#455#504#587#	#245#465#521#615#	#67#188#206#507#	#85#171#400#	#87#115#200#397#	#208#228#516#527#	#
M06	pair33sc	2000tt	2	P04	#8#85#89#506#553#	#134#339#458#615#618#	#61#144#352#519#	#163#449#	#67#154#174#231#	#32#226#256#304#383#	#
M06	pair33sc	2000tt	3	P04	#41#64#80#117#176#224#526#553#	#65#423#444#491#584#614#	#189#199#216#249#	#34#168#196#248#	#43#	#153#307#596#	#
M06	pair33sc	2000tt	4	P04	#326#334#479#521#543#555#	#93#274#324#328#385#444#483#	#67#75#148#249#256#319#600#	#281#386#563#	#55#277#	#195#	#
M06	pair33sc	2000tt	5	P04	#17#259#307#402#510#	#70#347#372#417#528#538#	#104#398#442#	#244#530#	#322#353#394#423#434#491#	#225#241#267#271#	#
M06	pair33sc	2000tt	6	P04	#109#333#441#509#	#20#311#429#558#	#240#541#556#599#	#407#413#423#591#	#100#281#472#475#	#50#168#267#300#	#
M06	pair33sc	2000tt	7	P04	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P04	#	#	#	#	#	#	#
M06	pair33sc	2000tt	9	P04	#452#	#147#	#74#551#	#	#	#	#
M06	pair33sc	2000tt	10	P04	#	#614#	#	#209#381#486#585#	#	#	#22#244#479#
M06	pair33sc	2000tt	11	P04	#	#	#	#	#	#	#
M06	pair33sc	2000tt	12	P04	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P05	#161#340#506#512#	#48#545#581#	#100#126#138#579#	#290#299#401#568#	#203#254#361#443#	#191#210#288#413#428#	#
M06	pair33sc	2000tt	2	P05	#271#281#360#389#413#424#	#20#214#451#517#	#104#193#207#309#331#	#356#404#421#	#106#368#461#465#	#229#235#365#	#
M06	pair33sc	2000tt	3	P05	#271#340#449#	#342#	#156#331#	#195#369#400#420#622#	#228#552#	#258#285#313#339#419#	#467#
M06	pair33sc	2000tt	4	P05	#204#403#441#503#513#522#550#564#575#581#	#80#193#595#	#43#241#286#454#590#	#96#166#616#	#279#	#202#388#407#	#
M06	pair33sc	2000tt	5	P05	#44#189#302#324#486#507#582#589#	#11#103#117#136#487#	#162#173#209#258#263#387#	#7#89#	#179#377#386#597#	#87#229#	#
M06	pair33sc	2000tt	6	P05	#98#224#457#607#	#159#172#590#611#	#191#242#264#618#	#29#38#110#571#	#71#282#479#588#	#211#304#489#527#	#
M06	pair33sc	2000tt	7	P05	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P05	#404#436#	#	#	#	#	#	#279#384#
M06	pair33sc	2000tt	9	P05	#397#444#470#487#	#	#	#	#	#116#	#232#261#411#
M06	pair33sc	2000tt	10	P05	#469#508#	#	#	#	#	#107#233#334#458#	#386#
M06	pair33sc	2000tt	11	P05	#513#	#	#	#	#	#	#359#365#370#412#433#
M06	pair33sc	2000tt	12	P05	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P06	#31#83#431#461#	#24#307#540#547#	#219#264#296#584#	#310#352#367#537#	#88#198#404#419#	#80#205#373#595#	#
M06	pair33sc	2000tt	2	P06	#11#263#336#390#478#	#16#151#299#350#487#568#597#	#53#188#267#272#276#	#393#425#436#559#	#243#325#346#532#	#6#545#	#
M06	pair33sc	2000tt	3	P06	#38#312#333#426#468#559#588#	#81#145#322#395#405#501#595#	#76#103#119#194#250#295#353#365#598#	#240#252#310#	#246#330#	#73#152#592#	#
M06	pair33sc	2000tt	4	P06	#22#49#71#97#149#190#223#345#	#15#18#100#408#486#527#624#	#177#196#217#243#	#169#228#	#128#270#	#316#490#580#	#
M06	pair33sc	2000tt	5	P06	#34#46#245#248#490#	#196#435#537#562#565#	#21#95#122#148#272#	#65#97#144#194#223#594#	#1#4#49#75#131#145#	#45#53#101#467#545#	#
M06	pair33sc	2000tt	6	P06	#33#49#339#368#	#506#511#517#563#	#105#321#389#477#	#42#84#198#200#	#101#123#169#605#	#317#386#600#623#	#
M06	pair33sc	2000tt	7	P06	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P06	#	#	#	#	#	#	#
M06	pair33sc	2000tt	9	P06	#48#	#8#	#96#153#273#	#	#	#	#
M06	pair33sc	2000tt	10	P06	#	#	#	#127#179#198#254#283#	#445#	#	#26#77#82#
M06	pair33sc	2000tt	11	P06	#	#	#	#	#	#	#
M06	pair33sc	2000tt	12	P06	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P07	#135#165#255#322#	#20#56#232#511#	#251#334#376#420#	#118#153#313#380#	#186#566#586#623#	#5#113#124#442#	#
M06	pair33sc	2000tt	2	P07	#92#137#160#181#327#	#3#164#209#232#333#415#	#68#78#173#201#223#391#499#508#547#580#616#	#95#171#291#330#	#58#87#	#81#588#	#126#
M06	pair33sc	2000tt	3	P07	#61#122#132#138#212#214#219#388#587#	#67#100#129#140#170#225#324#504#	#30#88#154#160#318#520#529#	#358#	#568#572#	#97#	#
M06	pair33sc	2000tt	4	P07	#185#191#511#542#593#618#	#87#94#175#180#187#526#	#135#235#331#432#611#	#52#275#551#	#13#42#58#172#198#	#8#82#607#	#
M06	pair33sc	2000tt	5	P07	#43#94#149#164#503#560#614#619#	#109#123#174#231#256#305#356#409#624#	#33#41#60#238#381#488#499#	#30#205#609#	#88#308#	#51#112#156#	#
M06	pair33sc	2000tt	6	P07	#36#63#174#528#	#73#229#310#516#	#188#361#471#533#	#54#170#257#485#	#43#131#329#585#	#59#158#219#530#	#
M06	pair33sc	2000tt	7	P07	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P07	#	#	#	#	#	#	#
M06	pair33sc	2000tt	9	P07	#171#290#	#	#539#	#	#	#	#196#
M06	pair33sc	2000tt	10	P07	#290#	#	#349#437#	#	#	#	#149#
M06	pair33sc	2000tt	11	P07	#	#	#	#	#	#	#
M06	pair33sc	2000tt	12	P07	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P08	#81#139#141#362#	#275#405#423#476#	#21#218#351#360#	#215#262#319#393#	#12#267#457#599#	#15#474#561#578#	#
M06	pair33sc	2000tt	2	P08	#10#65#86#213#294#338#536#619#	#296#447#	#70#101#408#422#497#561#	#166#242#290#392#	#312#	#379#438#455#456#475#	#
M06	pair33sc	2000tt	3	P08	#165#287#298#506#537#	#379#494#624#	#244#431#554#	#90#237#292#314#414#	#33#166#370#511#	#10#135#375#422#455#	#
M06	pair33sc	2000tt	4	P08	#114#384#474#	#229#239#242#317#337#576#	#66#81#165#245#259#	#5#121#126#209#	#30#84#340#404#458#	#	#70#
M06	pair33sc	2000tt	5	P08	#134#336#360#364#459#535#603#	#58#79#169#193#200#299#492#498#552#555#	#19#39#264#439#469#	#	#99#306#	#246#590#	#
M06	pair33sc	2000tt	6	P08	#6#210#284#411#	#220#357#365#481#	#15#67#392#577#	#25#56#126#597#	#276#288#532#584#	#104#118#138#522#	#
M06	pair33sc	2000tt	7	P08	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P08	#	#	#	#	#	#	#
M06	pair33sc	2000tt	9	P08	#	#	#82#115#214#235#239#280#284#291#354#473#534#609#	#	#179#	#176#	#
M06	pair33sc	2000tt	10	P08	#265#	#378#494#	#58#	#	#	#	#
M06	pair33sc	2000tt	11	P08	#	#	#	#	#	#	#
M06	pair33sc	2000tt	12	P08	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P09	#350#391#411#618#	#140#336#369#	#60#223#398#482#	#8#54#407#449#598#	#230#499#518#616#	#11#110#258#535#	#
M06	pair33sc	2000tt	2	P09	#253#273#394#493#516#539#546#549#	#105#131#133#437#535#	#33#40#94#191#359#468#531#552#555#	#401#448#485#529#	#521#	#36#138#431#558#	#
M06	pair33sc	2000tt	3	P09	#352#392#396#	#63#608#	#87#182#	#11#507#523#557#560#	#281#344#355#415#514#546#567#	#186#483#510#515#610#612#	#106#398#
M06	pair33sc	2000tt	4	P09	#323#368#493#502#548#	#85#134#	#89#374#393#492#571#599#	#6#37#131#254#291#539#585#	#372#424#475#572#	#251#338#	#
M06	pair33sc	2000tt	5	P09	#463#476#547#570#	#35#54#154#177#540#	#3#277#321#358#415#430#477#622#	#32#110#317#395#473#516#518#608#	#355#	#106#176#	#295#
M06	pair33sc	2000tt	6	P09	#253#290#369#455#	#5#62#81#204#	#85#470#615#619#	#79#161#467#514#	#28#307#419#428#	#75#165#280#294#	#
M06	pair33sc	2000tt	7	P09	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P09	#	#	#	#398#	#	#	#
M06	pair33sc	2000tt	9	P09	#294#	#57#112#	#251#319#	#78#	#349#	#	#442#
M06	pair33sc	2000tt	10	P09	#323#496#	#	#80#	#32#556#588#	#	#	#430#
M06	pair33sc	2000tt	11	P09	#	#	#	#490#	#	#	#601#
M06	pair33sc	2000tt	12	P09	#	#	#	#	#	#	#
M06	pair33sc	2000tt	1	P10	#105#320#508#572#	#93#268#486#503#	#103#132#233#331#	#197#274#283#387#	#256#263#329#556#	#72#150#271#316#	#
M06	pair33sc	2000tt	2	P10	#77#84#120#215#378#533#604#	#100#124#190#315#464#576#	#75#132#230#251#264#	#175#177#180#227#268#	#155#208#261#284#328#	#97#146#168#	#334#
M06	pair33sc	2000tt	3	P10	#48#151#158#226#229#308#435#453#	#94#204#245#	#50#147#	#278#	#381#456#	#51#128#175#221#275#	#
M06	pair33sc	2000tt	4	P10	#9#188#429#430#	#142#206#232#394#436#	#211#400#559#	#102#529#556#	#77#186#208#255#306#381#	#157#222#295#362#	#308#
M06	pair33sc	2000tt	5	P10	#52#254#330#407#426#513#554#607#612#	#28#92#135#212#213#230#465#606#	#175#184#250#357#362#	#9#	#207#599#	#260#292#304#379#416#	#
M06	pair33sc	2000tt	6	P10	#64#400#461#598#	#87#103#144#536#	#69#76#328#384#	#32#148#183#508#	#130#287#378#463#	#205#336#397#412#	#
M06	pair33sc	2000tt	7	P10	#	#	#	#	#	#	#
M06	pair33sc	2000tt	8	P10	#	#	#	#	#	#	#
M06	pair33sc	2000tt	9	P10	#	#152#195#253#274#293#324#360#462#481#	#	#	#	#573#	#305#
M06	pair33sc	2000tt	10	P10	#	#268#	#	#	#81#	#	#
M06	pair33sc	2000tt	11	P10	#	#	#	#	#	#	#
M06	pair33sc	2000tt	12	P10	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P01	#131#180#183#427#436#463#	#216#220#363#490#500#574#	#123#341#343#384#446#494#	#	#	#	#73#75#199#237#239#529#
M07	con50sc	2000tt	2	P01	#348#	#456#597#601#	#423#443#	#266#	#	#391#	#46#76#104#115#161#200#231#234#237#238#257#288#294#307#315#330#408#
M07	con50sc	2000tt	3	P01	#128#	#	#298#	#	#	#	#77#92#147#159#160#163#199#202#204#216#233#237#255#263#290#306#411#
M07	con50sc	2000tt	4	P01	#483#	#394#423#	#273#	#	#	#	#10#131#160#168#208#211#241#254#282#286#291#318#330#337#388#440#
M07	con50sc	2000tt	5	P01	#427#	#49#	#343#423#461#	#	#	#	#131#164#193#208#210#211#213#217#244#257#283#292#337#366#500#
M07	con50sc	2000tt	6	P01	#65#212#401#434#482#	#241#302#447#526#620#	#83#197#250#399#415#	#	#315#	#	#132#137#192#234#359#372#437#555#
M07	con50sc	2000tt	7	P01	#	#	#266#	#	#	#	#
M07	con50sc	2000tt	8	P01	#	#	#	#	#	#	#56#112#217#232#314#611#
M07	con50sc	2000tt	9	P01	#	#	#	#	#	#	#57#132#160#187#207#232#264#362#441#
M07	con50sc	2000tt	10	P01	#	#	#	#	#	#	#51#131#182#210#213#283#314#318#390#
M07	con50sc	2000tt	11	P01	#	#	#	#	#	#	#88#133#190#314#353#383#
M07	con50sc	2000tt	12	P01	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P02	#179#189#348#415#536#	#14#136#176#195#300#541#	#6#114#244#292#332#	#	#	#483#	#37#47#187#368#480#485#564#
M07	con50sc	2000tt	2	P02	#69#85#308#503#	#88#155#166#	#157#179#216#	#31#	#613#	#170#	#42#239#291#312#432#439#459#510#532#541#561#
M07	con50sc	2000tt	3	P02	#229#	#45#613#	#308#372#	#	#110#	#	#15#312#334#392#434#458#486#487#540#552#559#584#
M07	con50sc	2000tt	4	P02	#	#96#	#7#601#	#	#	#	#28#32#285#305#339#412#438#481#487#507#531#539#567#613#
M07	con50sc	2000tt	5	P02	#373#547#606#	#323#435#510#600#	#431#607#	#	#	#	#77#177#329#380#386#442#449#488#511#539#555#579#
M07	con50sc	2000tt	6	P02	#151#314#398#594#	#124#143#194#341#356#	#112#327#460#473#504#624#	#	#12#443#	#	#181#275#427#456#512#589#602#
M07	con50sc	2000tt	7	P02	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P02	#	#	#	#	#	#	#510#518#
M07	con50sc	2000tt	9	P02	#	#	#	#	#	#	#12#443#464#543#581#
M07	con50sc	2000tt	10	P02	#	#	#	#	#	#	#19#61#382#412#484#565#
M07	con50sc	2000tt	11	P02	#	#	#	#	#	#	#459#563#608#
M07	con50sc	2000tt	12	P02	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P03	#39#278#298#430#468#609#	#175#356#426#502#523#582#	#227#250#269#366#517#554#	#	#	#	#41#74#159#235#435#514#
M07	con50sc	2000tt	2	P03	#129#262#269#440#462#610#	#576#608#	#493#567#	#535#	#586#	#	#35#134#143#285#384#592#612#
M07	con50sc	2000tt	3	P03	#90#231#357#	#180#406#460#583#600#	#145#282#557#	#	#	#	#104#134#539#
M07	con50sc	2000tt	4	P03	#275#453#508#518#537#541#	#158#380#528#553#555#583#	#15#124#165#269#362#617#	#31#	#503#	#	#235#371#
M07	con50sc	2000tt	5	P03	#119#133#430#	#24#440#580#	#239#295#	#	#	#	#7#241#256#273#291#365#374#397#425#428#481#497#569#
M07	con50sc	2000tt	6	P03	#116#237#374#483#521#564#	#31#331#444#454#603#613#	#95#139#176#223#340#416#	#	#	#	#8#268#286#371#383#422#
M07	con50sc	2000tt	7	P03	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P03	#	#	#	#	#	#	#380#481#
M07	con50sc	2000tt	9	P03	#	#	#69#85#251#298#547#	#	#	#256#403#576#	#432#
M07	con50sc	2000tt	10	P03	#21#166#329#333#401#559#	#454#	#	#500#527#	#	#	#409#
M07	con50sc	2000tt	11	P03	#	#	#	#	#306#	#	#288#309#382#
M07	con50sc	2000tt	12	P03	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P04	#95#173#192#327#381#510#	#226#229#272#390#497#553#	#122#129#346#354#403#477#	#	#	#	#13#207#305#318#487#555#
M07	con50sc	2000tt	2	P04	#121#175#192#373#482#	#29#126#233#369#446#	#150#296#614#	#332#336#	#	#	#106#227#280#318#349#
M07	con50sc	2000tt	3	P04	#39#141#280#362#505#533#	#195#260#329#349#360#	#221#251#253#436#	#	#	#	#80#177#343#355#443#510#
M07	con50sc	2000tt	4	P04	#73#194#298#315#395#	#4#122#189#430#434#	#226#466#470#	#	#576#	#	#36#54#77#106#139#152#225#378#
M07	con50sc	2000tt	5	P04	#243#341#348#396#	#353#383#436#478#566#	#60#64#214#415#527#540#586#	#219#	#	#	#102#127#447#
M07	con50sc	2000tt	6	P04	#179#193#323#345#394#438#	#46#312#334#409#459#487#	#57#293#303#342#491#612#	#	#	#	#14#175#238#247#549#553#
M07	con50sc	2000tt	7	P04	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P04	#	#	#	#	#	#	#
M07	con50sc	2000tt	9	P04	#	#116#198#	#	#227#327#390#419#422#433#448#481#	#	#	#300#
M07	con50sc	2000tt	10	P04	#119#	#278#	#	#	#	#	#73#128#
M07	con50sc	2000tt	11	P04	#	#	#195#	#	#	#	#
M07	con50sc	2000tt	12	P04	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P05	#279#308#389#557#559#573#	#145#151#167#225#276#563#	#10#58#134#324#326#593#	#	#	#	#49#68#196#314#417#551#
M07	con50sc	2000tt	2	P05	#156#477#536#	#148#153#174#254#623#	#62#298#300#320#374#609#	#172#	#75#	#118#	#95#101#117#201#240#470#507#548#
M07	con50sc	2000tt	3	P05	#499#605#	#54#71#93#101#174#	#273#301#374#	#438#	#	#	#19#48#74#136#143#220#309#371#
M07	con50sc	2000tt	4	P05	#141#199#248#253#268#	#81#204#536#	#121#301#467#	#	#	#	#30#111#127#137#150#174#183#215#
M07	con50sc	2000tt	5	P05	#33#55#123#306#352#	#81#128#206#253#	#224#494#524#562#603#	#84#	#	#	#34#62#100#106#113#121#207#227#
M07	con50sc	2000tt	6	P05	#61#145#221#266#285#332#	#4#106#133#203#496#567#	#22#297#301#418#502#510#	#	#	#	#11#55#216#232#249#574#
M07	con50sc	2000tt	7	P05	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P05	#	#	#	#	#	#	#
M07	con50sc	2000tt	9	P05	#	#	#277#	#	#	#	#89#
M07	con50sc	2000tt	10	P05	#	#	#	#	#	#	#42#91#
M07	con50sc	2000tt	11	P05	#	#	#	#	#	#	#
M07	con50sc	2000tt	12	P05	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P06	#4#78#297#448#462#619#	#117#247#291#339#570#610#	#168#344#525#548#589#617#	#	#	#	#70#166#204#295#410#453#
M07	con50sc	2000tt	2	P06	#33#223#302#	#40#91#168#221#340#	#13#114#290#299#352#622#	#	#	#295#	#144#147#165#212#217#344#406#526#611#
M07	con50sc	2000tt	3	P06	#270#293#354#	#18#170#247#291#	#46#250#407#473#	#	#121#146#148#	#297#	#94#189#194#243#288#341#375#536#
M07	con50sc	2000tt	4	P06	#172#251#356#473#	#297#352#370#485#504#514#	#114#148#284#300#498#	#274#	#246#	#	#21#118#170#292#
M07	con50sc	2000tt	5	P06	#74#124#376#452#465#576#	#242#245#279#535#557#610#	#116#120#274#293#322#	#	#	#	#137#165#238#372#543#614#
M07	con50sc	2000tt	6	P06	#153#348#405#451#523#559#	#246#273#354#453#458#587#	#34#96#99#313#350#537#	#	#	#	#44#171#279#291#518#582#
M07	con50sc	2000tt	7	P06	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P06	#	#	#	#	#	#	#432#443#
M07	con50sc	2000tt	9	P06	#	#449#	#	#	#	#	#316#
M07	con50sc	2000tt	10	P06	#	#	#	#	#67#85#96#116#195#198#343#591#	#	#189#
M07	con50sc	2000tt	11	P06	#	#	#	#	#	#	#266#317#334#466#
M07	con50sc	2000tt	12	P06	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P07	#57#61#182#284#349#372#	#162#194#317#395#489#565#	#42#79#202#359#613#621#	#	#	#	#101#221#253#312#450#594#
M07	con50sc	2000tt	2	P07	#207#261#321#511#	#12#292#339#	#116#274#311#606#620#	#	#279#480#	#222#271#	#45#93#108#232#249#379#444#527#545#
M07	con50sc	2000tt	3	P07	#7#135#188#511#	#63#264#514#	#51#464#491#513#620#	#	#	#	#105#203#206#254#348#420#521#
M07	con50sc	2000tt	4	P07	#2#8#42#236#288#308#	#11#112#156#491#	#115#136#489#506#544#549#	#494#	#	#562#	#198#334#376#411#484#554#612#
M07	con50sc	2000tt	5	P07	#26#30#181#223#559#	#38#299#426#514#592#619#	#15#37#143#418#456#589#	#433#518#	#258#464#529#544#545#	#	#29#202#361#
M07	con50sc	2000tt	6	P07	#3#97#162#178#231#363#	#39#135#190#299#515#538#	#88#93#244#493#501#614#	#	#	#	#351#353#385#486#576#592#
M07	con50sc	2000tt	7	P07	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P07	#	#	#	#	#	#	#
M07	con50sc	2000tt	9	P07	#	#	#	#	#	#	#55#475#
M07	con50sc	2000tt	10	P07	#	#	#14#	#	#	#	#201#456#
M07	con50sc	2000tt	11	P07	#	#	#	#	#	#	#
M07	con50sc	2000tt	12	P07	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P08	#119#148#224#309#315#604#	#177#399#434#451#526#611#	#7#519#528#542#590#620#	#	#	#	#9#23#311#347#370#429#
M07	con50sc	2000tt	2	P08	#51#123#454#	#447#449#457#551#	#22#78#433#471#514#569#	#	#400#403#451#	#	#131#162#195#226#430#499#
M07	con50sc	2000tt	3	P08	#103#527#535#624#	#154#379#399#425#454#459#	#17#401#482#568#614#	#461#	#	#565#	#249#289#294#390#530#548#574#604#
M07	con50sc	2000tt	4	P08	#349#477#480#556#	#456#557#605#	#69#293#565#570#	#	#	#	#33#41#62#65#117#144#166#232#383#404#
M07	con50sc	2000tt	5	P08	#148#159#328#457#560#	#101#278#410#455#584#605#624#	#36#42#51#79#97#294#369#	#	#194#	#	#88#163#166#316#408#526#
M07	con50sc	2000tt	6	P08	#7#189#222#410#426#586#	#9#37#78#277#380#507#	#70#120#160#173#403#468#	#	#	#	#142#187#209#349#581#617#
M07	con50sc	2000tt	7	P08	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P08	#	#	#	#	#	#	#141#613#
M07	con50sc	2000tt	9	P08	#485#	#34#535#553#	#66#517#537#609#	#	#	#	#
M07	con50sc	2000tt	10	P08	#59#499#	#479#	#570#	#	#	#	#18#112#
M07	con50sc	2000tt	11	P08	#	#	#	#	#	#	#63#
M07	con50sc	2000tt	12	P08	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P09	#62#91#265#392#471#493#	#106#144#345#481#608#622#	#51#155#249#374#386#422#	#	#	#	#40#125#178#286#353#532#
M07	con50sc	2000tt	2	P09	#11#70#568#	#36#84#112#149#331#517#550#	#133#281#393#397#524#	#	#248#	#	#28#50#80#407#463#
M07	con50sc	2000tt	3	P09	#414#468#545#	#149#232#462#503#	#131#319#609#	#	#	#50#	#108#127#283#324#327#358#450#479#538#556#575#
M07	con50sc	2000tt	4	P09	#134#472#	#424#609#	#71#	#	#	#	#23#25#102#320#396#413#457#523#542#550#552#
M07	con50sc	2000tt	5	P09	#345#388#469#	#186#385#413#570#	#441#623#	#599#	#	#	#94#96#151#265#342#404#451#472#477#484#596#621#
M07	con50sc	2000tt	6	P09	#155#344#367#402#439#575#	#16#283#305#445#535#552#	#208#251#396#499#542#546#	#	#	#	#23#263#417#450#462#
M07	con50sc	2000tt	7	P09	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P09	#	#	#	#	#	#	#598#
M07	con50sc	2000tt	9	P09	#	#	#	#	#	#	#149#574#621#
M07	con50sc	2000tt	10	P09	#	#	#	#	#	#600#	#46#174#623#
M07	con50sc	2000tt	11	P09	#	#	#	#	#	#	#572#602#
M07	con50sc	2000tt	12	P09	#	#	#	#	#	#	#
M07	con50sc	2000tt	1	P10	#109#190#293#552#569#597#	#46#154#287#441#515#524#	#27#90#201#243#469#520#	#	#	#	#76#193#236#277#408#505#
M07	con50sc	2000tt	2	P10	#15#55#63#120#522#	#301#389#467#492#566#	#9#92#418#559#596#618#	#289#	#359#	#	#171#183#218#247#284#371#386#
M07	con50sc	2000tt	3	P10	#215#442#525#595#	#1#68#117#171#339#416#	#84#119#572#594#	#	#	#	#167#175#285#303#387#579#
M07	con50sc	2000tt	4	P10	#68#75#469#	#323#	#93#462#463#517#592#	#306#	#	#	#72#90#146#195#243#340#361#445#
M07	con50sc	2000tt	5	P10	#371#498#542#	#53#324#360#	#61#406#446#519#521#594#	#310#	#	#	#21#92#169#197#199#249#351#416#
M07	con50sc	2000tt	6	P10	#163#207#258#373#596#	#129#236#255#474#480#561#	#21#60#245#325#465#531#	#	#72#	#	#94#147#335#366#377#495#
M07	con50sc	2000tt	7	P10	#	#	#	#	#	#	#
M07	con50sc	2000tt	8	P10	#	#	#	#	#	#	#102#178#318#349#
M07	con50sc	2000tt	9	P10	#	#	#	#	#	#	#240#367#
M07	con50sc	2000tt	10	P10	#	#	#	#	#	#	#40#274#
M07	con50sc	2000tt	11	P10	#	#	#	#	#	#	#174#270#278#301#372#
M07	con50sc	2000tt	12	P10	#	#	#	#	#	#	#
M07	pair33sc	2000tt	1	P01	#1#28#396#603#	#152#184#358#588#	#261#402#539#567#	#17#86#388#470#	#22#104#409#607#	#45#211#259#576#	#
M07	pair33sc	2000tt	2	P01	#26#50#56#72#82#551#571#598#604#	#9#68#163#472#559#565#	#542#592#601#622#	#64#210#489#543#	#328#535#537#606#	#191#238#314#	#
M07	pair33sc	2000tt	3	P01	#29#320#533#610#	#19#110#158#386#	#26#82#164#225#289#326#364#379#547#569#	#13#416#443#485#514#	#531#563#	#230#	#
M07	pair33sc	2000tt	4	P01	#337#340#420#	#430#460#487#493#515#554#557#	#34#221#296#394#517#537#577#615#	#234#262#312#342#385#	#175#197#318#370#	#604#	#348#
M07	pair33sc	2000tt	5	P01	#86#288#325#387#432#	#326#329#404#414#424#427#	#83#295#397#472#558#568#617#	#290#331#347#390#446#	#272#410#	#27#179#	#
M07	pair33sc	2000tt	6	P01	#239#337#424#433#	#298#358#476#578#	#346#466#520#547#	#261#309#393#395#	#201#295#390#616#	#30#134#318#430#	#
M07	pair33sc	2000tt	7	P01	#	#	#	#	#	#	#
M07	pair33sc	2000tt	8	P01	#	#	#	#	#447#	#	#555#
M07	pair33sc	2000tt	9	P01	#	#220#310#346#364#366#402#516#561#615#	#	#	#	#	#477#
M07	pair33sc	2000tt	10	P01	#	#	#	#364#594#	#147#	#361#	#321#344#444#
M07	pair33sc	2000tt	11	P01	#	#	#	#	#	#	#425#500#
M07	pair33sc	2000tt	12	P01	#	#	#	#	#	#	#
M07	pair33sc	2000tt	1	P02	#102#143#285#475#	#116#209#231#338#	#325#357#496#580#	#156#163#335#454#	#107#112#378#433#	#238#371#488#549#	#
M07	pair33sc	2000tt	2	P02	#53#138#247#307#407#	#114#292#	#104#327#476#492#510#579#	#133#184#303#334#	#85#402#	#336#418#421#464#544#595#	#165#186#
M07	pair33sc	2000tt	3	P02	#71#129#229#332#377#405#501#508#555#	#73#214#233#264#288#597#	#66#125#220#228#362#401#422#458#	#137#209#238#338#	#	#420#	#
M07	pair33sc	2000tt	4	P02	#43#83#98#145#473#	#48#82#114#179#193#	#125#150#532#	#69#124#137#191#	#39#40#86#96#217#	#195#268#277#362#	#
M07	pair33sc	2000tt	5	P02	#45#52#94#124#160#566#	#57#112#161#169#216#269#322#394#	#7#10#41#138#152#330#	#117#174#188#	#49#572#	#29#75#600#	#
M07	pair33sc	2000tt	6	P02	#51#326#503#525#	#140#248#440#608#	#177#252#580#610#	#74#86#167#218#	#13#149#186#622#	#80#102#225#270#	#
