Model	Type	TrainingTrials	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3
M02	pair33sc	2000tt	3	P05	#340#449#	#78#342#	#57#156#331#	#369#400#420#622#	#228#552#	#210#258#285#313#368#419#	#271#467#
M02	pair33sc	2000tt	4	P05	#49#204#513#550#564#581#616#	#80#595#	#23#43#111#241#255#286#454#	#34#166#522#	#279#	#202#238#388#407#562#	#590#
M02	pair33sc	2000tt	5	P05	#44#189#302#324#486#507#582#589#	#11#36#103#108#117#136#487#585#	#162#209#258#263#387#524#	#7#89#	#179#377#597#	#87#229#288#464#	#
M02	pair33sc	2000tt	6	P05	#98#224#457#607#	#159#172#590#611#	#191#242#264#618#	#29#38#110#571#	#71#282#479#588#	#211#304#489#527#	#
M02	pair33sc	2000tt	7	P05	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P05	#	#	#	#	#	#187#279#404#441#554#	#
M02	pair33sc	2000tt	9	P05	#444#470#487#	#	#	#	#	#116#138#205#261#	#
M02	pair33sc	2000tt	10	P05	#	#	#	#	#	#334#386#	#424#
M02	pair33sc	2000tt	11	P05	#	#	#	#	#	#365#370#412#462#513#	#
M02	pair33sc	2000tt	12	P05	#	#	#	#	#	#	#
M02	pair33sc	2000tt	1	P06	#31#83#431#461#	#24#307#540#547#	#219#264#296#584#	#310#352#367#537#	#88#198#404#419#	#80#205#373#595#	#
M02	pair33sc	2000tt	2	P06	#11#336#390#478#	#16#151#299#328#350#513#545#568#	#53#148#188#220#267#272#276#325#	#425#436#559#	#243#346#532#	#6#552#	#
M02	pair33sc	2000tt	3	P06	#252#333#426#468#556#559#	#38#81#145#322#395#517#595#	#119#132#161#194#250#273#353#365#598#	#240#351#	#295#330#	#5#73#152#501#	#
M02	pair33sc	2000tt	4	P06	#71#149#190#223#345#623#	#15#408#527#530#624#	#177#217#243#456#	#150#169#228#	#22#69#97#128#270#620#	#316#490#580#	#
M02	pair33sc	2000tt	5	P06	#34#490#	#196#435#562#	#21#122#272#	#9#65#97#144#223#594#	#1#4#46#49#75#131#145#148#248#	#53#440#457#467#	#
M02	pair33sc	2000tt	6	P06	#33#49#339#368#	#506#511#517#563#	#105#321#389#477#	#42#84#198#200#	#101#123#169#605#	#317#386#600#623#	#
M02	pair33sc	2000tt	7	P06	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P06	#	#	#	#	#	#	#428#
M02	pair33sc	2000tt	9	P06	#48#	#8#	#153#	#	#	#429#602#	#
M02	pair33sc	2000tt	10	P06	#370#	#6#600#	#248#	#	#	#	#
M02	pair33sc	2000tt	11	P06	#	#	#	#	#	#310#	#455#
M02	pair33sc	2000tt	12	P06	#	#	#	#	#	#	#
M02	pair33sc	2000tt	1	P07	#135#165#255#322#	#20#56#232#511#	#251#334#376#420#	#118#153#313#380#	#186#566#586#623#	#5#113#124#442#	#
M02	pair33sc	2000tt	2	P07	#160#181#327#	#164#171#209#333#415#	#68#173#201#223#391#468#499#508#580#	#95#291#313#330#	#58#87#92#596#616#	#81#588#	#126#
M02	pair33sc	2000tt	3	P07	#61#122#138#212#219#264#388#587#	#67#129#170#225#504#555#615#	#30#88#154#160#318#520#529#	#140#358#	#568#572#	#97#618#	#
M02	pair33sc	2000tt	4	P07	#185#191#511#542#593#618#	#39#53#87#94#175#526#	#135#205#235#331#432#611#	#52#551#	#13#42#172#	#8#82#	#
M02	pair33sc	2000tt	5	P07	#43#94#164#614#619#	#109#123#174#305#409#624#	#41#105#238#381#488#	#30#205#503#609#	#88#308#603#	#51#112#156#	#
M02	pair33sc	2000tt	6	P07	#36#63#174#528#	#73#229#310#516#	#188#361#471#533#	#54#170#257#485#	#43#131#329#585#	#59#158#219#530#	#
M02	pair33sc	2000tt	7	P07	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P07	#	#	#	#	#	#	#
M02	pair33sc	2000tt	9	P07	#	#226#	#539#616#	#121#	#	#	#
M02	pair33sc	2000tt	10	P07	#290#	#40#200#	#349#437#	#	#	#	#
M02	pair33sc	2000tt	11	P07	#	#	#	#	#	#	#
M02	pair33sc	2000tt	12	P07	#	#	#	#	#	#	#
M02	pair33sc	2000tt	1	P08	#81#139#141#362#	#275#405#423#476#	#21#218#351#360#	#215#262#319#393#	#12#267#457#599#	#15#474#561#578#	#
M02	pair33sc	2000tt	2	P08	#10#65#86#213#294#338#536#613#619#	#296#525#	#41#70#408#422#561#	#166#242#392#	#312#	#31#379#455#456#475#	#438#
M02	pair33sc	2000tt	3	P08	#44#113#165#287#298#537#548#	#379#422#455#473#494#624#	#31#70#244#431#554#	#90#237#314#414#	#33#	#10#135#375#	#
M02	pair33sc	2000tt	4	P08	#114#351#384#474#	#47#229#239#242#317#576#	#66#165#186#245#259#	#121#126#209#	#84#340#404#	#	#5#70#
M02	pair33sc	2000tt	5	P08	#83#134#239#336#364#535#591#	#20#58#79#169#193#325#492#498#522#531#552#	#19#39#167#246#469#481#	#96#	#99#306#	#200#590#	#
M02	pair33sc	2000tt	6	P08	#6#210#284#411#	#220#357#365#481#	#15#67#392#577#	#25#56#126#597#	#276#288#532#584#	#104#118#138#522#	#
M02	pair33sc	2000tt	7	P08	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P08	#	#	#	#	#	#	#
M02	pair33sc	2000tt	9	P08	#179#	#176#	#82#214#	#	#	#	#
M02	pair33sc	2000tt	10	P08	#417#476#477#506#579#	#	#	#378#546#	#58#	#	#
M02	pair33sc	2000tt	11	P08	#	#	#	#	#	#	#
M02	pair33sc	2000tt	12	P08	#	#	#	#	#	#	#
M02	pair33sc	2000tt	1	P09	#350#391#411#618#	#54#140#336#369#	#60#223#398#482#	#8#407#449#598#	#230#499#518#616#	#11#110#258#535#	#
M02	pair33sc	2000tt	2	P09	#253#273#394#493#539#549#591#	#105#131#289#	#40#88#152#184#191#359#548#555#	#401#448#529#546#	#20#	#33#158#535#558#	#94#133#
M02	pair33sc	2000tt	3	P09	#182#281#352#392#617#	#282#	#87#609#	#11#523#	#398#415#546#567#	#39#186#483#510#515#610#612#	#106#
M02	pair33sc	2000tt	4	P09	#254#323#502#548#572#	#85#88#492#	#26#37#234#374#393#558#571#599#	#6#134#291#539#568#585#	#424#	#251#	#
M02	pair33sc	2000tt	5	P09	#55#317#518#547#570#	#35#77#154#177#	#3#321#415#430#477#622#	#32#110#540#608#	#355#358#421#	#106#176#241#	#295#
M02	pair33sc	2000tt	6	P09	#253#290#369#455#	#5#62#81#204#	#85#470#615#619#	#79#161#467#514#	#28#307#419#428#	#75#165#280#294#	#
M02	pair33sc	2000tt	7	P09	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P09	#	#	#	#	#	#	#
M02	pair33sc	2000tt	9	P09	#233#	#	#34#40#65#85#208#287#	#	#392#518#	#	#78#
M02	pair33sc	2000tt	10	P09	#	#	#	#208#	#470#548#	#	#
M02	pair33sc	2000tt	11	P09	#	#	#	#	#	#	#
M02	pair33sc	2000tt	12	P09	#	#	#	#	#	#	#
M02	pair33sc	2000tt	1	P10	#105#320#508#572#	#93#268#486#503#	#103#132#233#331#	#197#274#283#387#	#256#263#329#556#	#72#150#271#316#	#
M02	pair33sc	2000tt	2	P10	#77#120#215#224#334#364#378#	#124#137#175#190#227#315#	#75#132#230#251#264#284#320#	#177#180#268#	#208#261#332#	#97#146#168#	#
M02	pair33sc	2000tt	3	P10	#48#59#151#158#226#308#435#465#	#204#245#320#	#147#214#	#94#278#315#	#381#	#50#51#142#175#221#275#	#288#
M02	pair33sc	2000tt	4	P10	#9#188#338#429#	#11#110#142#152#206#232#410#	#208#366#400#	#529#556#561#	#77#211#255#332#395#	#157#295#362#	#308#
M02	pair33sc	2000tt	5	P10	#86#119#330#407#426#513#554#557#566#607#	#28#92#212#213#230#243#462#586#	#175#357#362#	#	#207#314#599#	#260#292#304#340#379#416#	#
M02	pair33sc	2000tt	6	P10	#64#400#461#598#	#87#103#144#536#	#69#76#328#384#	#32#148#183#508#	#130#287#378#463#	#205#336#397#412#	#
M02	pair33sc	2000tt	7	P10	#	#	#	#	#	#	#
M02	pair33sc	2000tt	8	P10	#	#	#	#	#	#	#
M02	pair33sc	2000tt	9	P10	#	#	#	#152#195#240#254#274#382#479#	#	#	#128#305#
M02	pair33sc	2000tt	10	P10	#	#	#	#285#	#230#	#	#
M02	pair33sc	2000tt	11	P10	#	#	#	#	#	#	#
M02	pair33sc	2000tt	12	P10	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P01	#131#180#183#427#436#463#	#216#220#363#490#500#574#	#123#341#343#384#446#494#	#	#	#	#73#75#199#237#239#529#
M03	con50sc	2000tt	2	P01	#260#385#	#81#424#550#552#	#245#341#435#438#	#124#	#	#	#3#23#25#28#193#216#248#292#601#
M03	con50sc	2000tt	3	P01	#255#337#358#	#63#99#570#	#295#344#	#	#	#569#	#46#49#125#216#225#237#551#577#
M03	con50sc	2000tt	4	P01	#32#211#310#334#	#502#550#578#	#247#360#391#580#	#	#381#	#	#155#
M03	con50sc	2000tt	5	P01	#216#219#386#473#490#	#6#59#481#500#552#	#267#452#	#	#	#	#155#284#356#451#459#
M03	con50sc	2000tt	6	P01	#65#192#212#401#434#482#	#132#241#302#447#526#620#	#83#197#250#315#399#415#	#	#	#	#137#234#359#372#437#555#
M03	con50sc	2000tt	7	P01	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P01	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P01	#	#	#	#	#75#98#148#228#	#	#54#480#523#
M03	con50sc	2000tt	10	P01	#435#	#	#	#	#16#44#118#119#568#575#604#	#	#502#
M03	con50sc	2000tt	11	P01	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P01	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P02	#179#189#348#415#536#564#	#14#136#176#195#300#541#	#6#114#244#292#332#483#	#	#	#	#37#47#187#368#480#485#
M03	con50sc	2000tt	2	P02	#91#158#440#493#	#98#179#192#195#453#	#36#85#215#	#	#	#	#16#314#381#419#449#485#562#565#567#
M03	con50sc	2000tt	3	P02	#231#	#117#130#	#361#531#	#	#	#	#6#12#25#112#218#271#366#499#510#563#
M03	con50sc	2000tt	4	P02	#411#523#	#121#244#458#485#	#530#562#573#	#	#447#	#	#180#206#327#427#538#563#577#
M03	con50sc	2000tt	5	P02	#12#81#	#482#	#405#	#	#	#424#	#128#201#252#298#351#397#407#427#429#460#480#
M03	con50sc	2000tt	6	P02	#12#151#314#398#443#594#	#124#143#194#341#356#512#	#112#327#460#473#504#624#	#	#	#	#181#275#427#456#589#602#
M03	con50sc	2000tt	7	P02	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P02	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P02	#567#	#	#	#	#	#	#178#181#275#343#
M03	con50sc	2000tt	10	P02	#	#	#	#	#	#	#202#363#378#
M03	con50sc	2000tt	11	P02	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P02	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P03	#39#278#298#430#468#609#	#175#356#426#502#523#582#	#227#250#269#366#517#554#	#	#	#	#41#74#159#235#435#514#
M03	con50sc	2000tt	2	P03	#82#143#190#257#	#132#135#426#429#560#581#	#137#194#256#263#370#450#542#	#11#	#	#	#105#208#235#
M03	con50sc	2000tt	3	P03	#11#161#212#282#453#518#	#30#230#	#205#311#362#364#	#	#539#	#	#68#158#192#234#260#416#419#615#
M03	con50sc	2000tt	4	P03	#114#142#240#	#161#246#337#448#	#286#290#	#	#	#	#173#192#205#253#317#356#362#416#463#
M03	con50sc	2000tt	5	P03	#183#211#295#412#446#	#109#233#309#476#612#	#269#289#323#362#365#	#	#	#241#	#133#188#195#367#
M03	con50sc	2000tt	6	P03	#116#237#374#483#521#564#	#31#331#444#454#603#613#	#95#139#176#223#340#416#	#	#	#	#8#268#286#371#383#422#
M03	con50sc	2000tt	7	P03	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P03	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P03	#287#293#	#	#208#337#	#	#	#	#159#209#315#519#
M03	con50sc	2000tt	10	P03	#	#	#288#	#	#	#	#155#327#389#417#452#520#
M03	con50sc	2000tt	11	P03	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P03	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P04	#95#173#192#327#381#510#	#226#229#272#390#497#553#	#122#129#346#354#403#477#	#	#	#	#13#207#305#318#487#555#
M03	con50sc	2000tt	2	P04	#90#198#428#609#	#380#455#557#	#172#353#373#410#425#	#	#411#	#	#30#183#213#285#362#511#516#537#
M03	con50sc	2000tt	3	P04	#298#355#486#549#560#	#28#285#306#422#456#	#257#278#299#508#	#	#	#	#224#356#360#413#424#427#485#608#
M03	con50sc	2000tt	4	P04	#249#275#487#613#	#128#216#428#460#	#57#239#365#421#512#	#	#	#295#	#74#254#323#346#400#498#
M03	con50sc	2000tt	5	P04	#29#148#151#170#221#246#340#	#313#337#580#	#95#157#225#	#63#415#	#129#	#218#	#72#153#245#319#
M03	con50sc	2000tt	6	P04	#179#193#323#345#394#438#	#46#312#334#409#459#487#	#57#293#303#342#491#612#	#	#	#	#14#175#238#247#549#553#
M03	con50sc	2000tt	7	P04	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P04	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P04	#225#	#	#	#	#	#	#64#292#484#489#561#580#
M03	con50sc	2000tt	10	P04	#	#	#	#	#	#	#144#259#362#507#536#
M03	con50sc	2000tt	11	P04	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P04	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P05	#279#308#389#557#559#573#	#145#167#225#276#563#	#10#58#134#324#326#593#	#	#	#	#49#68#151#196#314#417#551#
M03	con50sc	2000tt	2	P05	#359#	#200#325#	#441#	#	#	#	#52#57#75#76#97#123#222#223#267#365#468#500#520#530#570#605#608#
M03	con50sc	2000tt	3	P05	#410#415#	#	#121#395#	#	#	#238#	#1#29#32#50#127#143#149#167#201#221#270#511#545#623#
M03	con50sc	2000tt	4	P05	#89#120#156#264#304#	#522#	#343#	#	#	#294#	#8#24#28#84#106#115#130#146#159#207#210#351#576#579#582#
M03	con50sc	2000tt	5	P05	#213#215#	#	#336#	#	#	#254#276#	#31#52#74#100#108#132#149#150#167#168#181#184#196#530#556#601#605#
M03	con50sc	2000tt	6	P05	#61#145#221#266#285#332#	#133#203#496#567#	#22#297#301#418#510#	#4#	#	#	#11#55#106#216#232#249#502#574#
M03	con50sc	2000tt	7	P05	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P05	#	#	#	#	#	#32#	#24#78#130#579#
M03	con50sc	2000tt	9	P05	#	#	#	#	#	#	#81#104#200#205#610#624#
M03	con50sc	2000tt	10	P05	#	#	#	#	#	#	#27#105#163#230#598#606#607#
M03	con50sc	2000tt	11	P05	#	#	#	#	#	#	#14#560#591#
M03	con50sc	2000tt	12	P05	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P06	#4#78#297#448#462#619#	#117#247#291#339#570#610#	#168#344#525#548#589#617#	#	#	#	#70#166#204#295#410#453#
M03	con50sc	2000tt	2	P06	#14#252#392#551#606#	#149#186#240#297#616#	#187#541#	#	#37#	#	#69#219#340#360#375#
M03	con50sc	2000tt	3	P06	#471#	#222#321#620#	#43#492#544#	#	#	#	#118#146#162#176#198#259#308#401#474#507#
M03	con50sc	2000tt	4	P06	#30#279#432#	#96#375#405#534#	#112#242#545#	#	#	#	#141#166#181#273#274#390#617#
M03	con50sc	2000tt	5	P06	#5#223#325#421#449#	#244#352#379#487#	#115#583#613#	#	#	#	#25#41#49#88#97#143#191#194#200#378#441#
M03	con50sc	2000tt	6	P06	#348#405#451#523#559#	#246#273#354#453#458#587#	#34#96#99#313#350#537#	#	#	#	#44#153#171#279#291#518#582#
M03	con50sc	2000tt	7	P06	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P06	#	#	#	#	#	#	#120#292#302#349#406#
M03	con50sc	2000tt	9	P06	#600#	#	#	#	#	#	#141#273#425#
M03	con50sc	2000tt	10	P06	#	#	#	#	#	#	#69#104#143#174#182#254#
M03	con50sc	2000tt	11	P06	#	#	#	#	#	#	#197#249#373#425#476#
M03	con50sc	2000tt	12	P06	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P07	#57#61#182#284#349#372#	#162#194#317#395#489#565#	#42#79#202#359#613#621#	#	#	#	#101#221#253#312#450#594#
M03	con50sc	2000tt	2	P07	#80#153#155#182#284#400#	#41#92#164#298#396#482#490#	#43#71#412#539#569#591#	#230#	#	#181#233#	#251#366#466#578#598#
M03	con50sc	2000tt	3	P07	#19#137#175#228#248#326#347#	#92#324#346#359#390#412#536#589#	#16#60#107#114#542#597#	#	#	#450#613#	#129#195#562#594#
M03	con50sc	2000tt	4	P07	#81#107#261#357#361#490#	#40#72#189#585#591#619#	#39#44#140#468#556#557#590#	#444#	#445#	#	#422#449#452#566#
M03	con50sc	2000tt	5	P07	#55#107#158#255#	#425#457#516#560#	#17#21#517#609#	#	#	#	#7#437#440#461#472#494#507#513#527#546#
M03	con50sc	2000tt	6	P07	#3#97#162#178#231#363#	#39#135#190#299#515#538#	#88#93#244#493#501#614#	#	#	#	#351#353#385#486#576#592#
M03	con50sc	2000tt	7	P07	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P07	#	#	#	#	#	#	#5#115#117#560#563#
M03	con50sc	2000tt	9	P07	#82#282#	#419#533#541#	#70#496#	#	#	#62#595#	#
M03	con50sc	2000tt	10	P07	#75#252#	#415#444#495#590#	#619#	#	#	#	#66#613#
M03	con50sc	2000tt	11	P07	#19#94#210#383#	#	#	#	#	#	#119#
M03	con50sc	2000tt	12	P07	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P08	#119#148#224#309#315#604#	#177#399#434#451#526#611#	#7#519#528#542#590#620#	#	#	#	#9#23#311#347#370#429#
M03	con50sc	2000tt	2	P08	#199#221#278#321#367#	#73#356#383#408#507#522#528#	#402#495#544#592#612#621#	#104#374#	#502#	#	#27#102#401#421#434#
M03	con50sc	2000tt	3	P08	#111#200#340#357#528#614#	#251#352#375#582#585#	#62#500#565#	#	#	#	#2#77#133#154#302#329#433#442#506#600#
M03	con50sc	2000tt	4	P08	#10#14#	#177#305#481#506#529#532#603#	#46#430#	#	#87#	#	#64#93#110#138#170#283#607#610#
M03	con50sc	2000tt	5	P08	#326#374#	#152#227#608#	#14#94#599#	#	#	#9#	#3#39#164#169#186#240#355#555#575#
M03	con50sc	2000tt	6	P08	#7#189#222#410#426#586#	#9#37#78#277#380#507#	#70#120#160#173#403#468#	#	#	#	#142#187#209#349#581#617#
M03	con50sc	2000tt	7	P08	#	#	#40#	#	#	#	#
M03	con50sc	2000tt	8	P08	#	#	#	#	#	#	#161#216#494#
M03	con50sc	2000tt	9	P08	#	#	#	#	#	#	#34#90#135#284#
M03	con50sc	2000tt	10	P08	#	#	#	#	#	#	#92#137#180#560#
M03	con50sc	2000tt	11	P08	#	#	#	#	#	#	#18#62#136#
M03	con50sc	2000tt	12	P08	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P09	#62#91#265#392#471#493#	#106#144#345#481#608#622#	#51#155#249#374#386#422#	#	#	#	#40#125#178#286#353#532#
M03	con50sc	2000tt	2	P09	#64#232#279#	#31#303#456#	#249#287#348#	#302#415#	#122#229#	#231#	#79#100#127#226#253#512#
M03	con50sc	2000tt	3	P09	#368#388#464#	#70#104#583#	#128#151#223#253#323#	#	#	#	#81#86#126#147#206#351#
M03	con50sc	2000tt	4	P09	#197#268#511#	#382#	#20#151#402#543#596#599#	#544#	#	#	#100#288#366#440#475#493#539#
M03	con50sc	2000tt	5	P09	#27#342#416#	#58#206#488#618#	#178#418#571#	#	#47#	#	#19#381#388#423#465#525#542#
M03	con50sc	2000tt	6	P09	#155#344#367#402#439#575#	#16#283#305#445#535#552#	#208#251#396#499#542#546#	#	#	#	#23#263#417#450#462#
M03	con50sc	2000tt	7	P09	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P09	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P09	#367#543#	#	#	#	#	#	#405#
M03	con50sc	2000tt	10	P09	#	#	#	#	#	#	#347#503#
M03	con50sc	2000tt	11	P09	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P09	#	#	#	#	#	#	#
M03	con50sc	2000tt	1	P10	#109#190#293#552#569#597#	#46#154#287#441#515#524#	#27#90#201#243#469#520#	#	#	#	#76#193#236#277#408#505#
M03	con50sc	2000tt	2	P10	#70#258#504#546#568#	#294#357#369#416#	#26#142#242#317#	#	#	#336#	#7#99#191#259#335#406#
M03	con50sc	2000tt	3	P10	#94#163#465#598#	#199#240#367#408#484#584#	#76#258#523#543#	#	#	#	#8#80#281#382#454#502#505#525#
M03	con50sc	2000tt	4	P10	#336#	#229#328#	#291#345#435#492#	#394#553#	#123#	#	#190#198#220#224#243#306#315#321#420#455#496#
M03	con50sc	2000tt	5	P10	#48#104#198#614#	#237#275#419#454#	#197#345#401#447#537#	#	#	#247#375#	#239#304#338#348#354#572#
M03	con50sc	2000tt	6	P10	#72#163#207#258#373#596#	#129#236#255#474#480#561#	#21#60#245#325#465#531#	#	#	#	#94#147#335#366#377#495#
M03	con50sc	2000tt	7	P10	#	#	#	#	#	#	#
M03	con50sc	2000tt	8	P10	#	#	#	#	#	#	#
M03	con50sc	2000tt	9	P10	#599#	#	#	#	#	#	#510#
M03	con50sc	2000tt	10	P10	#624#	#	#	#	#	#	#74#453#
M03	con50sc	2000tt	11	P10	#	#	#	#	#	#	#
M03	con50sc	2000tt	12	P10	#	#	#	#	#	#	#
M03	pair33sc	2000tt	1	P01	#1#28#396#603#	#152#184#358#588#	#261#402#539#567#	#17#86#388#470#	#22#104#409#607#	#45#211#259#576#	#
M03	pair33sc	2000tt	2	P01	#48#121#196#395#477#522#	#107#112#115#189#246#260#381#	#14#19#122#130#285#310#332#482#492#534#592#	#25#42#64#515#569#620#	#128#	#	#
M03	pair33sc	2000tt	3	P01	#20#47#52#337#475#545#	#209#283#356#600#	#14#134#208#384#482#602#	#363#	#434#506#601#606#	#110#206#361#597#	#
M03	pair33sc	2000tt	4	P01	#261#265#344#417#	#179#252#281#414#458#477#523#552#	#272#342#368#390#468#489#520#524#591#594#	#361#495#545#	#	#428#	#
M03	pair33sc	2000tt	5	P01	#163#468#	#185#215#252#269#351#447#	#266#350#419#427#471#617#	#82#284#287#361#366#384#	#293#493#515#	#37#413#500#	#
M03	pair33sc	2000tt	6	P01	#239#337#424#433#	#298#358#476#578#	#346#466#520#547#	#261#309#393#395#	#201#295#390#616#	#30#134#318#430#	#
M03	pair33sc	2000tt	7	P01	#	#	#	#	#	#	#
M03	pair33sc	2000tt	8	P01	#	#	#	#	#	#	#
M03	pair33sc	2000tt	9	P01	#154#259#480#579#	#	#	#226#256#355#507#	#491#	#	#
M03	pair33sc	2000tt	10	P01	#	#	#	#	#7#21#128#385#500#576#	#	#337#549#
M03	pair33sc	2000tt	11	P01	#	#	#	#	#	#	#
M03	pair33sc	2000tt	12	P01	#	#	#	#	#	#	#
M03	pair33sc	2000tt	1	P02	#102#143#285#475#	#116#209#231#338#	#325#357#496#580#	#156#163#335#454#	#107#112#378#433#	#238#371#488#549#	#
M03	pair33sc	2000tt	2	P02	#63#98#187#303#432#600#	#80#155#254#300#358#360#363#372#420#	#29#281#373#382#470#473#583#	#211#259#283#554#	#405#500#	#474#567#	#
M03	pair33sc	2000tt	3	P02	#1#102#123#181#193#575#	#15#72#207#268#306#329#	#163#183#305#402#457#	#109#259#311#436#	#309#403#578#	#247#371#	#185#
M03	pair33sc	2000tt	4	P02	#17#99#210#224#498#574#603#	#127#146#218#284#	#31#247#277#282#329#348#	#104#269#	#73#132#	#27#101#250#	#
M03	pair33sc	2000tt	5	P02	#124#453#499#578#604#621#	#159#181#191#289#445#	#8#81#150#158#201#257#279#	#64#120#121#172#	#84#195#	#128#155#202#247#	#234#
M03	pair33sc	2000tt	6	P02	#51#326#503#525#	#140#248#440#608#	#177#252#580#610#	#74#86#167#218#	#13#149#186#622#	#80#102#225#270#	#
M03	pair33sc	2000tt	7	P02	#	#	#	#	#	#	#
M03	pair33sc	2000tt	8	P02	#	#	#	#	#	#	#90#241#
M03	pair33sc	2000tt	9	P02	#47#547#597#	#	#53#270#	#130#159#	#	#	#283#
M03	pair33sc	2000tt	10	P02	#328#	#	#146#	#188#	#	#	#240#
M03	pair33sc	2000tt	11	P02	#	#	#	#	#	#	#168#274#
M03	pair33sc	2000tt	12	P02	#	#	#	#	#	#	#
M03	pair33sc	2000tt	1	P03	#44#169#306#501#	#34#321#333#406#	#30#128#164#383#	#212#412#575#585#	#63#185#414#605#	#121#375#459#591#	#
M03	pair33sc	2000tt	2	P03	#165#579#584#	#17#179#268#370#409#537#624#	#186#209#262#419#528#565#601#605#	#441#462#484#564#	#55#236#367#609#	#21#	#
M03	pair33sc	2000tt	3	P03	#466#569#605#	#290#376#383#443#485#500#535#	#58#133#178#215#286#357#484#585#	#338#518#	#4#7#79#111#	#577#590#	#394#
M03	pair33sc	2000tt	4	P03	#2#7#310#356#476#	#95#415#442#445#516#566#570#	#300#333#391#398#450#460#482#	#72#471#	#302#327#406#	#376#387#396#	#
M03	pair33sc	2000tt	5	P03	#100#129#224#399#	#255#291#296#438#441#460#495#569#	#151#331#371#378#526#	#	#80#282#327#352#406#505#581#	#170#348#410#446#491#	#
M03	pair33sc	2000tt	6	P03	#114#199#202#355#	#17#45#364#442#	#217#324#436#500#	#2#136#289#544#	#77#254#432#529#	#296#306#319#513#	#
M03	pair33sc	2000tt	7	P03	#	#	#	#	#	#	#
M03	pair33sc	2000tt	8	P03	#	#	#	#	#	#	#316#
M03	pair33sc	2000tt	9	P03	#	#437#	#387#	#	#	#	#489#
M03	pair33sc	2000tt	10	P03	#262#305#383#434#	#	#	#450#567#	#510#	#	#267#315#365#
M03	pair33sc	2000tt	11	P03	#	#	#	#	#	#	#435#560#
M03	pair33sc	2000tt	12	P03	#	#	#	#	#	#	#
M03	pair33sc	2000tt	1	P04	#302#455#504#587#	#245#465#521#615#	#67#188#206#507#	#85#171#400#	#87#115#200#397#	#208#228#516#527#	#
M03	pair33sc	2000tt	2	P04	#8#85#89#452#497#506#553#606#	#134#339#458#516#615#618#	#67#144#352#519#	#163#449#	#154#174#231#	#32#36#226#256#304#383#	#
M03	pair33sc	2000tt	3	P04	#3#41#64#80#117#176#373#526#553#	#65#248#423#444#491#584#614#	#199#216#	#168#196#224#	#43#115#	#153#307#396#596#	#
M03	pair33sc	2000tt	4	P04	#301#326#330#334#386#479#521#555#	#93#274#324#328#385#483#543#	#67#148#256#319#346#600#	#563#	#55#399#	#195#249#	#
M03	pair33sc	2000tt	5	P04	#17#259#510#	#70#347#528#538#	#104#442#483#576#	#244#530#	#307#322#353#394#423#434#	#225#241#267#271#417#	#
M03	pair33sc	2000tt	6	P04	#109#333#441#509#	#20#311#429#558#	#240#541#556#599#	#407#413#423#591#	#100#281#472#475#	#50#168#267#300#	#
M03	pair33sc	2000tt	7	P04	#	#	#	#	#	#	#
M03	pair33sc	2000tt	8	P04	#	#	#	#	#	#	#
M03	pair33sc	2000tt	9	P04	#9#70#512#587#617#	#	#175#	#147#	#260#439#551#	#	#
M03	pair33sc	2000tt	10	P04	#	#166#	#243#479#534#	#	#577#	#	#
M03	pair33sc	2000tt	11	P04	#	#	#	#	#	#	#
M03	pair33sc	2000tt	12	P04	#	#	#	#	#	#	#
